uid,group,total_spent
1042546,B,0
1037834,A,0
1041344,B,0
1044086,A,0
1045095,A,0
1045617,A,0
1049582,B,0
1049937,B,0
1037996,B,0
1039227,A,0
1031603,A,0
1044908,B,0
1045485,A,0
1038908,B,0
1031064,A,0
1049292,A,0
1040601,B,0
1048051,A,0
1041298,A,0
1032111,B,0
1032758,A,0
1048319,B,0
1047692,B,0
1036016,B,0
1046540,B,0
1042034,B,0
1032829,A,0
1037074,A,0
1048999,A,0
1040821,B,0
1034792,B,0
1032980,B,0
1034516,A,0
1043815,B,0
1038793,B,0
1048545,B,0
1046278,B,0
1044179,B,0
1045156,A,0
1040631,B,0
1039093,A,0
1049985,A,0
1039162,A,0
1044785,B,14.43
1039531,B,0
1038893,B,0
1034324,B,0
1044063,B,0
1031075,B,0
1034242,A,0
1031860,B,0
1032595,A,0
1043203,A,0
1045756,A,0
1041474,B,0
1034869,B,0
1033895,A,0
1032338,A,0
1046179,A,0
1032827,B,0
1030825,B,0
1031808,A,0
1037645,A,0
1045431,B,0
1031382,B,0
1036876,A,0
1043649,A,0
1047547,B,0
1037249,B,0
1038423,A,0
1044378,A,0
1049965,B,0
1031632,A,0
1042939,A,0
1032148,B,0
1039728,B,0
1049616,B,76.75653154302739
1032661,A,0
1037516,A,34.23
1045671,A,0
1035863,A,0
1044365,A,0
1030737,A,0
1037577,A,0
1038267,A,0
1046068,A,0
1040411,A,0
1033828,B,0
1039166,A,0
1034206,A,0
1035511,A,74.73
1034603,A,0
1033867,A,0
1032267,A,0
1049703,A,0
1046037,B,0
1041303,A,0
1047053,B,31.39
1030452,A,0
1040954,B,0
1034269,A,0
1039547,A,0
1044230,B,0
1031198,A,0
1047528,A,0
1034919,B,0
1035826,A,0
1035844,B,0
1039721,B,0
1038614,A,0
1038523,A,0
1032476,B,0
1041612,A,0
1034511,A,0
1039965,B,0
1047914,A,0
1043918,B,0
1046001,B,0
1044246,B,0
1034632,B,0
1049274,B,0
1044728,A,0
1038705,B,0
1035404,A,0
1047450,A,0
1046048,B,0
1031966,B,0
1049024,A,0
1047162,B,0
1049803,A,0
1038601,A,0
1049709,B,0
1041105,B,0
1032620,B,0
1033284,B,0
1031782,A,0
1040483,A,0
1046117,A,0
1035489,B,0
1041000,B,0
1043343,B,0
1044008,B,0
1036787,B,0
1045591,A,0
1043701,A,0
1031274,A,0
1039622,A,0
1031836,B,9.14
1049833,B,0
1038269,A,0
1044001,A,0
1033705,B,0
1044828,A,0
1032537,A,0
1035985,A,0
1047600,B,0
1031614,B,0
1036941,A,0
1033988,B,0
1039670,B,0
1049383,A,0
1034742,A,0
1037973,B,0
1037456,B,0
1039690,A,0
1030584,A,0
1048675,A,0
1035261,A,0
1031989,A,0
1037750,A,0
1048754,A,0
1042762,B,0
1044133,B,33.95
1043852,A,0
1031410,B,0
1041896,A,0
1047719,B,0
1049762,B,0
1046401,A,0
1049039,A,0
1048355,B,0
1040586,A,0
1042868,B,39.24
1031521,B,0
1036489,B,0
1045084,B,0
1041098,A,0
1030430,A,0
1044255,A,147.24
1030719,B,0
1047599,A,0
1045446,A,0
1033855,A,0
1046582,B,0
1030141,B,0
1035660,B,0
1035900,A,0
1033422,A,0
1043479,B,0
1039154,A,0
1032730,B,0
1045135,A,0
1034772,B,0
1040539,A,0
1041841,A,0
1038758,A,26.28
1034038,A,0
1031579,B,0
1039044,A,0
1038487,B,0
1049843,A,0
1037004,B,0
1045058,B,146.78
1043375,B,0
1049856,A,0
1038114,A,0
1042510,B,0
1032612,B,0
1043657,B,0
1030116,A,0
1039668,A,0
1046987,A,0
1030951,B,0
1048399,A,0
1038962,A,0
1039235,A,0
1045002,B,0
1031913,A,0
1046841,A,0
1042831,A,0
1040125,B,0
1030755,A,0
1045785,B,0
1041204,B,0
1032545,A,0
1030377,B,0
1043097,A,0
1044899,A,0
1048101,B,0
1031218,A,109.2
1042378,A,0
1039783,B,0
1033053,B,0
1036163,A,0
1049519,B,0
1045512,B,0
1038352,A,0
1049791,B,0
1036888,A,0
1046312,B,0
1049538,B,0
1036023,A,0
1031781,B,0
1048452,B,0
1048049,A,0
1044981,B,0
1031818,B,0
1046778,A,95.62
1035409,A,0
1032989,A,0
1034614,B,0
1036715,B,0
1048136,B,0
1037941,A,0
1045238,B,0
1047847,A,0
1037526,A,0
1048998,B,0
1036458,A,0
1037432,B,0
1043248,B,0
1049547,B,0
1032761,B,0
1041187,A,0
1048285,A,0
1043806,A,0
1049084,B,0
1038264,B,0
1044017,B,0
1030620,B,0
1039992,B,0
1033316,B,0
1030762,A,0
1047896,B,0
1038044,B,0
1034360,A,0
1034616,B,0
1042397,A,0
1041425,A,0
1043688,A,0
1030479,B,0
1037931,A,0
1032796,B,0
1042541,B,0
1033934,A,0
1034624,A,0
1049040,A,0
1030380,B,0
1033965,A,0
1033512,A,0
1043202,A,0
1030117,B,0
1046456,B,0
1049417,B,0
1033924,B,0
1034545,A,0
1043065,B,0
1041045,A,0
1037802,A,0
1048723,B,0
1046622,A,0
1041399,B,0
1033430,B,0
1035861,B,0
1049068,B,0
1045753,B,0
1035035,A,0
1045416,B,20.48
1033463,A,0
1049138,A,0
1033995,A,0
1037361,B,0
1045208,B,0
1038263,A,0
1031052,B,0
1048488,B,0
1043837,B,0
1037981,B,0
1047309,A,0
1032272,B,0
1049074,B,0
1042530,B,0
1035426,B,0
1044564,A,0
1040935,B,0
1042564,B,0
1034397,A,0
1046203,A,0
1046911,A,0
1043604,B,0
1040721,B,0
1039036,B,0
1039705,B,0
1032105,A,0
1044303,A,0
1038058,B,0
1047872,B,0
1030666,B,0
1044645,B,0
1031418,A,0
1045369,B,0
1043760,B,0
1037655,A,0
1041163,B,0
1046042,A,0
1035476,B,0
1048614,A,0
1030478,A,0
1049143,B,0
1041547,B,0
1044368,B,0
1046592,A,0
1045694,A,0
1034255,A,0
1038681,A,0
1043409,A,0
1048620,B,0
1037356,B,0
1031072,B,0
1046518,B,0
1034634,A,0
1041101,A,0
1034813,A,0
1041473,A,65.88861435166386
1037567,A,0
1032910,B,0
1032508,B,0
1035867,B,0
1036426,A,0
1042963,B,0
1047526,B,0
1046448,A,0
1041813,A,0
1049305,A,0
1043247,A,0
1034089,A,0
1035279,A,0
1033805,A,0
1043582,B,0
1038676,B,0
1035731,B,0
1047149,A,0
1038785,B,0
1032395,A,0
1041148,A,0
1032078,B,0
1045649,B,0
1049416,A,0
1044254,A,0
1040672,B,0
1044125,A,0
1042997,A,0
1042390,A,0
1043751,B,0
1041801,B,0
1041751,B,0
1031892,B,0
1043528,A,0
1041797,B,0
1040759,A,0
1034001,A,0
1043239,B,0
1032913,A,0
1046746,A,0
1035797,B,0
1036774,A,0
1031029,A,0
1034976,A,0
1033913,B,0
1031364,B,0
1049850,B,0
1043386,A,60.28
1032385,A,0
1036613,B,0
1033823,B,0
1034707,A,0
1033603,A,0
1043328,A,0
1048780,A,0
1047570,B,115.09
1043732,B,0
1037694,A,0
1039006,A,0
1033788,A,0
1038660,B,0
1043110,B,0
1034806,B,0
1032905,B,0
1049876,B,0
1037576,A,0
1048498,A,0
1035535,B,0
1035414,B,0
1034028,B,0
1033765,A,0
1043625,A,0
1035190,A,0
1043371,A,0
1037130,B,0
1035524,B,0
1046361,A,0
1034508,B,0
1036842,B,52.96
1045386,B,0
1031263,B,0
1044475,B,0
1034404,B,0
1039280,B,0
1040602,A,0
1043299,B,0
1044560,A,0
1039634,A,0
1038951,B,0
1039021,A,0
1049806,B,0
1035730,B,0
1040165,B,0
1036687,B,0
1038142,A,0
1030984,A,0
1038429,A,0
1047160,B,0
1042728,A,0
1046449,A,0
1038583,A,0
1034877,A,0
1038392,B,0
1032875,A,0
1042474,A,0
1042361,B,0
1044715,A,0
1045363,A,0
1040500,A,0
1036670,B,0
1040737,B,0
1041957,B,0
1032809,B,0
1030714,A,0
1035392,B,0
1044348,A,0
1040449,B,0
1033350,A,0
1031835,A,0
1049146,B,0
1037764,B,0
1033341,A,0
1046004,B,0
1033962,A,0
1038744,A,0
1035998,A,0
1030946,A,0
1036902,B,0
1040663,B,0
1047563,A,0
1032027,A,0
1046295,B,0
1040714,A,0
1031827,A,0
1035083,A,0
1042074,B,0
1041095,A,0
1041080,B,0
1045841,A,47.593405099640904
1035884,A,0
1040782,A,0
1045846,A,0
1033488,A,0
1045638,A,0
1033826,A,0
1032557,B,0
1040089,A,0
1044040,B,0
1047211,B,0
1042330,A,0
1049455,B,0
1042666,A,0
1041466,B,0
1030385,B,0
1036242,A,0
1047946,A,0
1034519,B,0
1042808,A,0
1031478,A,0
1045569,B,0
1034143,B,0
1037905,A,0
1037584,A,0
1044512,A,0
1047595,B,0
1036555,B,0
1045859,A,0
1042284,B,0
1045486,A,0
1035983,B,0
1035829,A,0
1049289,B,0
1033170,A,0
1030152,A,0
1045963,A,0
1043589,A,0
1049816,B,0
1031815,B,22.12
1030425,A,0
1044868,B,0
1047617,A,0
1048179,B,0
1045064,A,70.7
1043967,A,0
1045049,A,0
1035850,A,0
1040068,B,0
1045392,B,0
1034050,A,0
1037897,B,0
1049682,B,0
1040646,A,0
1048892,B,0
1045271,A,0
1045440,B,0
1040487,A,0
1038184,B,0
1046130,A,0
1030850,A,0
1036167,A,0
1033997,A,0
1040337,A,0
1048163,B,0
1046826,A,0
1040201,A,0
1039975,B,0
1045755,B,0
1047056,A,0
1037427,B,0
1034662,B,0
1031201,A,0
1038903,A,0
1049780,A,0
1034679,B,0
1042759,A,0
1033638,B,0
1049723,B,0
1036229,B,0
1036327,A,0
1042870,B,0
1041050,B,0
1039464,B,0
1046765,A,0
1040389,B,0
1033151,B,0
1041429,B,0
1036806,B,0
1047938,B,0
1047090,B,0
1035937,B,0
1032956,A,0
1037590,A,0
1030181,B,0
1046320,B,0
1048678,B,0
1030208,B,0
1047722,A,0
1030391,A,0
1033742,B,0
1032072,B,0
1031790,A,0
1046787,B,0
1034073,A,0
1047838,A,0
1048903,A,0
1044105,A,0
1040634,A,0
1040719,A,0
1041125,A,0
1045371,A,0
1033922,B,0
1037796,A,0
1046040,B,0
1039379,A,0
1035425,A,0
1038921,B,0
1036027,B,0
1034798,A,0
1042690,A,0
1046030,B,0
1047413,A,0
1035922,B,0
1042723,B,0
1045628,A,0
1032887,A,0
1038021,A,0
1039918,A,0
1032553,A,0
1049801,A,0
1034464,B,115.61
1041245,A,0
1049297,B,0
1042631,A,0
1045059,B,0
1034703,B,0
1033258,B,0
1034342,A,0
1045417,A,0
1038946,B,0
1038304,A,0
1032153,B,0
1047836,B,0
1042872,B,0
1036564,A,0
1048670,B,0
1044193,B,0
1049211,B,0
1038858,A,0
1031640,B,0
1036421,A,0
1041713,B,0
1049935,B,0
1033039,A,0
1038722,A,0
1033495,B,0
1043659,A,0
1045831,B,0
1036391,A,0
1039799,B,0
1044563,B,0
1049429,B,0
1033216,B,0
1042079,B,0
1035602,A,0
1048254,B,0
1047883,B,0
1032218,B,0
1048504,A,0
1032856,B,63.53
1040995,B,0
1042358,A,0
1035430,B,0
1047136,B,67.68
1031848,A,0
1043447,A,0
1034786,A,0
1035580,B,0
1037861,A,0
1045203,A,0
1044737,B,16.38
1037245,B,0
1032416,B,0
1038036,A,0
1035720,A,0
1036626,B,0
1036543,A,0
1032445,B,0
1038511,B,0
1044364,B,23.05
1042871,B,0
1042401,A,0
1048146,A,0
1033932,B,0
1045871,B,18.39
1039382,A,0
1037777,A,0
1049823,B,0
1036911,B,0
1035832,A,33.85
1045860,A,0
1039455,A,0
1035744,A,0
1047953,A,0
1046335,A,0
1046112,B,0
1039874,B,0
1046599,A,0
1037760,A,0
1047393,B,0
1037422,B,0
1035507,B,0
1031071,A,0
1031850,B,32.89
1043370,A,0
1046337,A,0
1034553,B,0
1034974,B,0
1041556,B,0
1044905,B,0
1040244,A,0
1045190,A,0
1045197,A,0
1045691,B,0
1031303,A,0
1044874,B,0
1045972,A,0
1049630,B,0
1049638,A,0
1040153,B,0
1046812,B,0
1048433,A,0
1033037,A,0
1038714,B,0
1030241,B,0
1044261,B,0
1048961,A,0
1045247,B,0
1045654,A,0
1039174,A,0
1047437,B,0
1035243,A,0
1044207,A,0
1040801,B,0
1046811,B,0
1032109,A,0
1040677,A,84.44
1044366,B,0
1045432,B,0
1038582,B,0
1033769,B,0
1041898,B,0
1041527,A,50.05
1031427,A,0
1032212,B,0
1036277,B,0
1045997,B,0
1042325,A,0
1044855,A,0
1034841,B,0
1033809,B,0
1037525,A,0
1049974,A,0
1038017,B,0
1036801,B,0
1038251,A,0
1035403,B,0
1039497,B,0
1042549,B,0
1045299,B,0
1047462,A,0
1036849,A,57.35
1045516,B,0
1035862,B,0
1042245,A,0
1030923,B,0
1037297,A,0
1035360,A,0
1035140,A,0
1047721,A,0
1048118,B,0
1042314,A,0
1044290,A,0
1049966,A,0
1040332,B,0
1049555,A,0
1042624,A,0
1043469,A,0
1030745,A,0
1036513,B,0
1046057,B,0
1044620,A,0
1046893,B,0
1032251,A,0
1045382,A,0
1040812,A,0
1045909,B,0
1042376,A,0
1031497,B,0
1031162,B,0
1035198,B,0
1040311,B,0
1040636,B,0
1039028,B,0
1049485,A,0
1038976,B,0
1040281,B,0
1042426,B,0
1049997,B,0
1037420,B,0
1049543,A,0
1033414,B,0
1038464,B,0
1049457,A,0
1036841,A,0
1036781,B,0
1046666,A,0
1030993,B,0
1046413,A,0
1045450,B,0
1048733,B,0
1039751,A,0
1044610,A,0
1033542,A,0
1038346,A,0
1043460,A,0
1039039,B,0
1030624,B,6.35
1044801,B,0
1036805,A,62.09
1032639,B,0
1043518,B,0
1049699,A,0
1047741,B,48.30108641843591
1042132,B,0
1049451,B,0
1043768,A,0
1044167,B,39.36
1038639,B,0
1037100,B,0
1041144,A,0
1044633,A,0
1045437,A,0
1039067,B,0
1044898,A,0
1043467,B,0
1038592,A,0
1046550,B,37.96
1042879,B,0
1033405,B,0
1039821,A,0
1034055,B,0
1035971,A,0
1047530,B,0
1047963,A,0
1043530,A,0
1043235,B,0
1041140,B,0
1036468,B,0
1046761,B,0
1036711,A,0
1032180,B,0
1033483,B,0
1045867,B,0
1036649,A,0
1034894,A,0
1040100,A,0
1032857,A,0
1039635,A,0
1040045,A,0
1041380,B,0
1043066,B,0
1041411,B,0
1033043,A,0
1033221,B,0
1035543,A,0
1045535,A,0
1043791,A,0
1043360,B,0
1030949,A,0
1040164,A,0
1032624,B,0
1038718,A,0
1037634,B,0
1049295,B,0
1039228,A,0
1047443,B,0
1049758,A,0
1040972,B,0
1045240,A,0
1044656,A,0
1037633,B,0
1045024,A,0
1048574,A,0
1049369,A,0
1034356,A,0
1033445,B,0
1030332,A,0
1043013,A,0
1037182,A,0
1039321,A,0
1041258,B,0
1049394,B,0
1037251,A,0
1036090,A,0
1043105,B,0
1041070,A,0
1035541,A,0
1046871,B,0
1045519,B,21.75
1044196,A,0
1034913,B,0
1033370,A,0
1047856,B,0
1041549,B,0
1033551,B,0
1047950,B,0
1032379,B,0
1030617,A,0
1030519,B,0
1048716,A,0
1046767,A,0
1033856,A,0
1037564,A,0
1032757,A,0
1044864,B,0
1031438,A,0
1039407,A,0
1043063,B,0
1042276,B,0
1030494,A,0
1031609,A,0
1033119,A,0
1035813,B,0
1045319,A,0
1030703,A,0
1031284,B,0
1033628,A,0
1037392,B,0
1041906,B,0
1040149,B,0
1036304,A,0
1030766,B,0
1034999,A,0
1031492,B,0
1048142,A,0
1048406,B,0
1035973,B,0
1047485,B,0
1044755,B,0
1044872,A,0
1033120,B,0
1047360,A,0
1034898,A,0
1043263,B,0
1038202,A,0
1041146,A,0
1048597,A,0
1031016,B,0
1047550,A,0
1043976,B,0
1045055,B,0
1041900,A,0
1049600,B,0
1039716,B,0
1032840,B,0
1040552,B,0
1035456,B,0
1036002,B,0
1030251,B,0
1030547,B,0
1042725,B,0
1035129,B,0
1044166,A,0
1035108,A,0
1041684,A,0
1036106,A,0
1038246,A,0
1044360,B,59.174622938089215
1031316,A,0
1039388,B,0
1032978,A,0
1044844,B,93.78
1045472,B,0
1041763,A,0
1047493,B,0
1039493,A,0
1033426,A,0
1033214,A,0
1044888,B,0
1044304,A,0
1047063,B,0
1036696,A,0
1044082,B,0
1039697,A,0
1033862,A,0
1034876,B,0
1031880,A,0
1039277,A,0
1032712,B,0
1040751,A,0
1042121,B,0
1045629,B,0
1047272,A,0
1032685,A,0
1035934,A,0
1044162,B,0
1046242,B,0
1032555,A,180.32
1037372,B,0
1034487,B,0
1037264,A,0
1032387,B,0
1045883,B,0
1043041,A,0
1032021,B,0
1048980,B,0
1037038,A,0
1040423,B,0
1048166,B,0
1039281,A,0
1047632,B,0
1044004,A,0
1036759,B,0
1032166,A,0
1040886,A,68.02
1032686,A,0
1049324,B,0
1032941,B,43.45
1038038,B,0
1039426,A,0
1038340,B,0
1030642,A,70.8
1039509,A,0
1043296,A,0
1034433,A,0
1041686,A,0
1049283,A,0
1045879,A,0
1042179,A,0
1043219,A,0
1043233,B,0
1039747,B,0
1048316,B,0
1047184,B,0
1049279,B,0
1030807,A,0
1033518,B,48.41
1049831,A,0
1041141,B,0
1044411,B,0
1041078,A,0
1043882,A,0
1035330,B,0
1042739,B,0
1038608,B,36.23
1037703,A,0
1032496,B,0
1040343,B,0
1036298,A,0
1049513,B,0
1039991,A,0
1041864,A,0
1036685,A,0
1030401,B,0
1038228,B,0
1030382,A,0
1036484,B,0
1042772,A,0
1047961,B,0
1042567,B,0
1041276,A,0
1041674,A,0
1049402,A,0
1035412,A,0
1045772,B,0
1048531,A,0
1035086,A,0
1036688,B,0
1047987,A,0
1033315,A,0
1032626,B,0
1031638,B,0
1046843,A,0
1033251,A,0
1033254,B,0
1035177,B,0
1046000,B,0
1039550,B,0
1034021,B,0
1045584,A,0
1042757,B,0
1036450,A,0
1031905,A,0
1036047,B,0
1048534,B,0
1032925,B,0
1049795,B,0
1033815,A,0
1034296,A,0
1042483,A,0
1037761,B,0
1036261,A,0
1035950,A,0
1048975,B,0
1044077,B,0
1039529,A,0
1046851,B,0
1043442,B,0
1039363,B,0
1048904,B,0
1039536,A,0
1049388,A,0
1048582,B,0
1048856,B,0
1039101,B,0
1038912,A,0
1041497,B,0
1035151,B,0
1036799,B,0
1031823,B,111.57
1033125,A,0
1043487,A,0
1047797,B,0
1045281,B,0
1043684,B,0
1033935,B,0
1032569,A,0
1039341,B,0
1043740,A,0
1046955,B,0
1031280,A,0
1032276,A,0
1046139,B,46.65
1044733,A,0
1042793,B,0
1041495,A,0
1044616,A,0
1032969,B,0
1034340,B,0
1046998,B,0
1049883,A,0
1030245,A,202.8
1046925,B,0
1037257,A,0
1040481,A,0
1044393,A,0
1039839,B,0
1045449,A,0
1037484,A,0
1047981,A,0
1031068,B,0
1037515,B,0
1035786,A,0
1031677,B,0
1049893,B,0
1045917,A,0
1041212,B,0
1035188,A,0
1036846,B,0
1034510,B,0
1036487,A,0
1033344,A,0
1049105,A,0
1032102,B,0
1036559,A,0
1049053,B,0
1048973,B,0
1042639,A,0
1049733,B,0
1035290,A,0
1048329,B,0
1037163,B,0
1032446,B,0
1036989,A,0
1036254,A,0
1043572,A,0
1049154,B,0
1045698,B,0
1042291,B,0
1034395,A,0
1031539,B,0
1034042,A,0
1040952,B,0
1046189,B,0
1047300,A,0
1033740,A,0
1038568,B,0
1032953,A,0
1039662,A,0
1040419,B,0
1040024,B,0
1045158,A,0
1039778,B,0
1040142,A,0
1034366,A,0
1033708,B,0
1048804,B,0
1036074,A,0
1036481,A,0
1034079,B,0
1046088,B,0
1040046,A,0
1044463,A,27.64
1033365,B,0
1044049,A,0
1034389,B,0
1048436,B,0
1047238,A,0
1049626,B,0
1048079,A,0
1039997,A,0
1044187,A,0
1037739,B,0
1048963,B,0
1040819,A,0
1033427,B,0
1044667,A,0
1040308,B,0
1044144,A,0
1031205,B,0
1047686,B,0
1047788,B,0
1048098,A,0
1042672,A,18.1
1041842,A,0
1034128,A,0
1043255,B,0
1034029,A,106.53
1048153,A,0
1045343,B,0
1042744,A,0
1038554,A,0
1041915,B,0
1038218,A,0
1045184,B,0
1030606,B,0
1032936,B,0
1036653,A,0
1031372,B,0
1033514,B,0
1046650,A,0
1049073,B,0
1049799,B,0
1033568,A,0
1031313,B,0
1037730,A,0
1042722,B,0
1041363,B,0
1040642,B,0
1044418,A,0
1045257,B,0
1036988,A,0
1044974,A,0
1046640,B,0
1046293,B,0
1046785,B,0
1048290,A,0
1030315,B,0
1031719,A,0
1046929,A,0
1044227,B,0
1046041,A,0
1042571,B,0
1039722,A,0
1030912,A,0
1036502,B,0
1038646,A,42.05
1040273,B,0
1048881,B,0
1043243,B,0
1042207,A,0
1037873,A,0
1035911,A,0
1034162,A,0
1031599,A,0
1049491,B,0
1031353,A,0
1040684,A,0
1044884,A,0
1036204,B,0
1044731,B,0
1040604,A,0
1048344,A,0
1030856,B,0
1033886,A,0
1031747,A,0
1042637,A,0
1035956,A,0
1041376,A,0
1033713,B,0
1034622,A,0
1033309,B,0
1044721,B,0
1035319,A,0
1047882,B,0
1040584,B,0
1031893,A,0
1040505,B,0
1034910,B,0
1034764,A,0
1035549,A,0
1042267,A,0
1032763,A,0
1034587,B,0
1041330,A,0
1042152,A,0
1047198,B,0
1043486,B,0
1038884,A,0
1033920,A,0
1046739,A,0
1039750,A,38.04
1048297,B,0
1045660,B,0
1035532,B,0
1032368,B,0
1049748,B,0
1049095,A,0
1031138,B,0
1030160,B,0
1034228,A,0
1031528,B,0
1049351,A,0
1039416,B,0
1036315,A,0
1044236,A,0
1032574,A,0
1030189,A,0
1048880,B,0
1049346,B,0
1043475,B,0
1045923,A,0
1031158,A,0
1049545,A,0
1039559,B,0
1031619,B,0
1047636,A,0
1038200,A,0
1034253,A,0
1040831,A,0
1038936,A,0
1030913,A,0
1043136,A,0
1033666,B,0
1046388,B,0
1049747,A,56.37786666280735
1031703,A,54.44
1031425,A,0
1049350,A,0
1041354,A,0
1040321,B,0
1048032,A,0
1030202,A,0
1037368,A,0
1042936,A,151.75
1042783,A,0
1049719,A,0
1032348,A,0
1047080,A,0
1030492,B,0
1042229,B,0
1043093,A,0
1037872,B,0
1037700,B,0
1037169,A,0
1041328,A,0
1037950,A,0
1041679,B,0
1045264,A,0
1032897,B,0
1037326,A,0
1030389,B,0
1046942,A,0
1040037,A,0
1040295,B,0
1045735,B,0
1033845,B,0
1049872,B,0
1031499,A,0
1042840,A,0
1036979,A,0
1042019,A,0
1047765,A,0
1043713,B,0
1044239,B,0
1032870,B,0
1036292,B,0
1036793,A,0
1042905,B,0
1033812,B,0
1043575,B,0
1031286,B,0
1048577,B,0
1047699,B,0
1039971,A,0
1047534,A,0
1038441,A,0
1048570,A,0
1041028,B,0
1042278,A,0
1040080,B,0
1049917,A,0
1035103,B,0
1034978,A,0
1041979,B,0
1035116,B,0
1030318,A,0
1041483,B,0
1036679,B,0
1042059,B,0
1044890,A,0
1037755,B,0
1033520,A,0
1041284,B,0
1049280,A,0
1041509,B,0
1047477,A,0
1035220,A,0
1048979,A,65.79
1039243,A,0
1041579,B,0
1047905,A,0
1047332,A,0
1044742,A,0
1037397,A,0
1038805,B,22.15
1035546,B,0
1040175,A,0
1043387,A,0
1042921,B,0
1041924,B,0
1049136,B,0
1036256,B,0
1044741,B,0
1042647,B,0
1034708,A,0
1033050,B,0
1031328,B,0
1032392,B,0
1046609,B,0
1030705,B,0
1035003,B,0
1036149,B,0
1035768,B,0
1038527,A,0
1041131,B,0
1041510,A,0
1042792,A,0
1034165,A,0
1039927,A,0
1034840,A,0
1048331,A,0
1039853,A,0
1042125,A,0
1032231,A,0
1033618,A,0
1031092,A,0
1040690,A,0
1037745,B,0
1031511,A,0
1039192,B,0
1032700,A,25.13
1038374,A,0
1047891,A,0
1039085,B,0
1034810,B,0
1033434,B,0
1044480,B,0
1036259,B,0
1040507,B,0
1044942,B,0
1035114,B,0
1045409,A,0
1039837,A,0
1049675,A,0
1030603,A,0
1036143,A,0
1031585,B,0
1035317,A,0
1033631,B,0
1040597,A,0
1034118,A,0
1043505,B,0
1037291,A,0
1036783,B,0
1041153,B,0
1048894,A,0
1041811,A,0
1044673,A,0
1038383,A,0
1031994,A,0
1037197,B,0
1047087,A,0
1046605,A,0
1035390,A,0
1033019,B,0
1048147,B,0
1044445,B,0
1044850,A,0
1039002,B,0
1035110,A,0
1034886,A,0
1030569,A,0
1040615,B,0
1031315,B,0
1032347,B,0
1040222,B,0
1046038,A,0
1040692,B,0
1034444,B,57.1
1046029,A,0
1032452,A,0
1041641,B,0
1042218,A,0
1035739,B,0
1039077,B,0
1035530,A,0
1045704,A,0
1035078,B,0
1049752,B,0
1047972,A,0
1042494,B,34.81
1039507,B,0
1048191,A,0
1043411,A,0
1048681,B,0
1042998,B,0
1043971,B,0
1041807,B,18.57
1047189,B,0
1036981,A,0
1033500,A,0
1047121,A,0
1045555,A,0
1042029,A,0
1038972,A,0
1038556,A,0
1049177,B,0
1046671,B,0
1038958,A,0
1045953,A,0
1036326,B,0
1047992,B,0
1035733,A,0
1046555,B,0
1042199,B,0
1038815,B,0
1046300,B,0
1035407,B,139.24
1049721,A,0
1036446,A,0
1044711,A,0
1037325,A,0
1039226,B,0
1049057,A,0
1031820,A,0
1044326,B,0
1047081,A,0
1038133,B,0
1031662,A,0
1037305,A,0
1043540,A,70.21
1042667,B,0
1040909,B,0
1037289,B,0
1047661,A,110.16915020606923
1039342,B,0
1041033,B,0
1035299,A,0
1035635,A,0
1049776,A,0
1040034,B,0
1048806,B,0
1036400,A,0
1049427,A,0
1035588,B,0
1031947,A,0
1037999,A,0
1033126,B,0
1047808,A,0
1035672,B,0
1034480,B,0
1045143,A,0
1049458,B,0
1038403,B,0
1045952,A,0
1031990,A,0
1045039,B,0
1040421,A,0
1031407,B,0
1031919,A,0
1041307,B,0
1037519,B,0
1048522,A,0
1049329,B,0
1032462,B,0
1041118,A,0
1038122,B,0
1041260,A,0
1042147,A,0
1035909,A,0
1042781,A,0
1032619,A,0
1041479,A,0
1031503,B,0
1047538,A,0
1043931,B,0
1039583,B,0
1043901,A,0
1044016,A,0
1036913,B,0
1039569,A,0
1044095,B,0
1034520,B,0
1044467,B,0
1041765,B,0
1037108,B,0
1046920,B,0
1044275,B,0
1045377,B,0
1042297,B,0
1040256,A,0
1049527,A,0
1037116,B,0
1043887,A,0
1044818,A,0
1049389,B,0
1034406,A,0
1038779,B,0
1043208,B,0
1038486,B,0
1044539,A,0
1049743,A,0
1033287,B,0
1039253,A,0
1036107,B,0
1038622,A,0
1047481,B,0
1033100,A,0
1042264,A,0
1031550,B,0
1032375,B,0
1040878,B,0
1037497,B,0
1042993,B,0
1048982,B,0
1038254,B,0
1038943,B,0
1043615,B,0
1047669,A,0
1043369,B,0
1042293,B,0
1033983,B,18.49
1035145,B,47.23
1032240,B,0
1039322,B,0
1043747,A,0
1036278,B,0
1046733,A,0
1038633,A,0
1041563,A,0
1036657,A,0
1037841,A,0
1038125,B,0
1045096,B,0
1036906,B,0
1031041,B,0
1042711,A,0
1044356,A,0
1047652,A,0
1043363,B,0
1040049,A,0
1045080,A,61.68
1032239,B,0
1034364,B,0
1033362,B,0
1034787,B,0
1045254,B,0
1039508,A,0
1037653,A,0
1035946,A,0
1040042,B,0
1043458,B,0
1038024,B,0
1036288,A,0
1033144,A,0
1046656,B,0
1040950,A,0
1043873,B,0
1035515,A,0
1032803,A,0
1044011,B,0
1040430,A,0
1049830,A,0
1033599,A,0
1042467,B,0
1030542,B,0
1047713,B,0
1036019,A,0
1047811,A,0
1036820,A,0
1044270,B,0
1037675,B,0
1035641,A,0
1036225,B,0
1044601,B,0
1033732,A,0
1031601,A,0
1031268,B,0
1038344,B,0
1036439,A,0
1031752,B,0
1048846,B,0
1038045,A,0
